Index,avg_price_per_kg
1,8.797137821093202
2,9.131765125319362
3,8.268454870209098
4,8.036368172615767
5,8.493870880454779
6,5.350246945396066
7,5.366309192031622
8,7.839731890708208
9,8.850107988342643
10,9.019534705206752
11,6.635528992861509
12,6.652758875861764
13,8.645553743466735
14,5.264369215816259
15,3.1375210285186768
16,6.854716941714287
17,7.695321097970009
18,5.136004034429789
19,9.400257091969252
20,6.190834820270538
21,5.381548162549734
22,4.912632027640939
23,6.287175662815571
24,6.671289466321468
25,4.999274373054504
26,6.638415211811662
27,7.651844082400203
28,8.326836507767439
29,8.56160151772201
30,7.752264926210046
31,8.885385951027274
32,5.0803314708173275
33,9.208106523379683
34,7.618269728496671
35,4.050743380561471
36,8.674950694665313
37,8.360057588666677
38,9.58002908155322
39,5.928056173026562
40,6.648575285449624
41,8.81875210814178
42,8.537707831710577
43,8.813026232644916
44,5.100425630807877
45,6.132636792957783
46,6.355856936424971
47,4.18812851049006
48,6.508020613342524
49,6.0863258726894855
50,2.8295812997967005
51,0.589195528998971
52,5.095626547932625
53,8.923226153478026
54,8.705428872257471
55,7.8904640506953
56,7.033684926107526
57,8.327406791970134
58,9.267026793211699
59,9.03373241238296
60,8.309760773554444
61,8.947886219248176
62,9.591500665992498
63,4.718145549297333
64,8.111997682601213
65,7.832902159541845
66,5.790573202073574
67,5.10342076793313
68,4.865293446928263
69,6.525468388572335
70,6.423834275454283
71,7.551747236400843
72,6.446841172873974
73,6.489597203209996
74,6.310842057690024
75,5.938992399722338
76,5.640565820038319
77,5.69874681532383
78,9.409070996567607
79,8.582407470792532
80,6.287885416299105
81,8.61959814094007
82,5.466963330283761
83,5.837997794151306
84,6.110395655035973
85,3.757211361080408
86,5.5218490306288
87,7.645246332511306
88,9.949097177013755
89,4.05288914963603
90,6.157588481903076
91,8.445040794089437
92,9.088185941800475
93,7.810687875375152
94,5.682267382740974
95,6.641627388074994
96,6.050308618694544
97,7.854169558733702
98,8.676899855956435
99,4.680695593357086
100,6.5830100029706955
101,7.837866324931383
102,6.631457161158323
103,4.645934974774718
104,7.996697593480349
105,7.301500583067536
106,8.372587356716394
107,8.660342855378985
108,5.803628116846085
109,7.925148298963904
110,5.229699173942208
111,5.233416605740786
112,5.1294774524867535
113,5.470755334943533
114,6.135536132380366
115,7.440140685066581
116,8.267667492851615
117,6.203077023848891
118,8.818357242271304
119,5.7405669912695885
120,7.359957108274102
121,5.25719103962183
122,6.180269306525588
123,8.308261079713702
124,5.455850502476096
125,8.733431240543723
126,7.368357183411717
127,5.681816387921572
128,8.265478920191526
129,8.475748401135206
130,6.987013719975948
131,7.774581765756011
132,6.657958269119263
133,9.247357888147235
134,8.315762156620622
135,0.533907076343894
136,6.633429281413555
137,5.720343295484781
138,8.91237442754209
139,7.983708957210183
140,5.87913816049695
141,8.33532777056098
142,6.108412781730294
143,8.312100959941745
144,5.0213319808244705
145,8.677486365661025
146,6.286583177745342
147,6.202603107318282
148,8.892023583874106
149,7.541935112327337
150,8.385118167847395
151,8.31302254088223
152,8.201295275241137
153,5.872260199859738
154,8.211922449991107
155,7.948545012623072
156,9.00491969101131
157,6.958072492852807
158,5.5965107046067715
159,7.138957588002086
160,6.127854695543647
161,8.684422897174954
162,8.816350853070617
163,7.288347875699401
164,9.298343267291784
165,8.026307767257094
166,8.65769280306995
167,5.120901796966791
168,7.496616963297129
169,6.970682341605425
170,7.565392350777984
171,8.93704168498516
172,8.55237296782434
173,6.6313550863415
174,8.758883407339454
175,4.719912968575954
176,4.409199889749289
177,8.678647747263312
178,6.0886403657495975
179,6.084196001291275
180,6.1123664155602455
181,6.467389898374677
182,-1.8120473437011242
183,9.411760171875358
184,8.152869114652276
185,6.554417682811618
186,-1.952972274273634
187,5.157039176672697
188,8.077742893248796
189,7.532771367579699
190,7.6580297611653805
191,6.252973958849907
192,8.8010871168226
193,5.827285090461373
194,3.0799272917211056
195,8.311369249597192
196,10.909122947603464
197,6.359918309375644
198,4.66078332811594
199,5.763833045959473
200,7.970338081941009
201,5.129034895449877
202,3.864497223868966
203,7.764228327199817
204,3.7870661802589893
205,6.668344894424081
206,4.7198284063488245
207,8.259752752259374
208,6.671289466321468
209,6.985265092924237
210,8.386504853144288
211,7.633381539955735
212,9.49912247620523
213,6.2393603306263685
214,8.467874957248569
215,8.717927040532231
216,6.650349676609039
217,6.2607695162296295
218,6.614166321232915
219,6.008834874257445
220,8.237874684855342
221,4.666797179728746
222,5.045241467654705
223,8.419619204476476
224,9.174615865573287
225,9.260600252076983
226,5.401862621307373
227,5.804773300886154
228,5.337282132357359
229,6.338453313335776
230,6.252824362367392
231,6.196677042171359
232,8.61514775827527
233,8.015083070844412
234,5.419910695403814
235,5.92199968919158
236,5.939716391265392
237,9.22885981015861
238,8.409190621227026
239,5.40342728421092
240,6.07604493200779
241,6.012032371014357
242,6.235510831698775
243,7.614186188206077
244,8.677540868520737
245,8.118109304457903
